8,1
3,2
4,3
6,4
7,5
5,6
2,7
9,8
1,9
48,9
22,5
80,3
51,4
24,1
46,1
66,2
26,7
74,1
49,4
100,1
57,3
60,1
11,2
63,1
40,1
62,4
44,1
28,3
21,3
67,1
59,5
87,2
34,3
70,1
56,4
32,2
69,2
29,3
35,3
55,1
20,1
81,3
71,4
38,3
30,4
43,3
91,1
89,4
85,2
52,1
27,3
86,2
94,1
25,3
84,4
79,5
19,1
37,4
77,5
68,1
65,4
53,4
92,1
73,3
17,3
47,1
61,1
41,2
93,3
83,2
98,1
82,1
78,3
90,2
88,1
72,1
50,2
45,1
42,1
39,1
36,2
23,5
14,2
99,3
96,1
97,2
75,2
64,2
33,2
31,1
18,3
16,1
12,1
95,1
54,2
15,3
13,4
76,3
58,2
10,1
