1,1251.785367
2,1232.287864
3,1210.667264
4,1182.026186
5,1182.026186
6,1169.802292
7,1143.471870
8,1130.969532
9,1130.969532
10,1130.969532
11,1130.077078
12,1099.283464
13,1099.283464
14,1090.179070
15,1081.404085
16,1072.113374
17,1048.878287
18,1046.376953
19,1043.045412
20,1039.336279
21,1039.336279
22,1025.717106
23,1015.842710
24,1015.842710
25,1014.736854
26,1014.736854
27,1001.985760
28,1001.985760
29,1001.985760
30,993.836192
31,989.161924
32,989.161924
33,972.138800
34,966.806486
35,966.806486
36,957.999546
37,946.395757
38,922.872190
39,922.872190
40,922.872190
41,922.872190
42,922.872190
43,922.872190
44,916.656445
45,902.897508
46,893.986816
47,881.039331
48,881.039331
49,881.039331
50,877.459985
51,865.071460
52,865.071460
53,865.071460
54,864.904515
55,864.904515
56,864.904515
57,864.904515
58,864.904515
59,864.904515
60,864.904515
61,864.904515
62,864.904515
63,864.904515
64,864.904515
65,864.904515
66,864.904515
67,864.904515
68,864.904515
69,864.904515
70,864.904515
71,864.904515
72,864.904515
73,864.904515
74,864.904515
75,851.199025
76,843.992581
77,834.920543
78,834.920543
79,834.920543
80,834.920543
81,834.920543
82,834.920543
83,834.920543
84,834.920543
85,834.920543
86,834.920543
87,834.920543
88,834.920543
89,834.920543
90,834.920543
91,834.920543
92,834.920543
93,834.920543
94,834.920543
95,834.920543
96,834.920543
97,834.920543
98,824.450040
99,824.450040
100,824.450040
101,824.450040
102,824.450040
103,824.450040
104,824.450040
105,824.450040
106,824.450040
107,824.450040
108,824.450040
109,824.450040
110,824.450040
111,824.450040
112,824.450040
113,824.450040
114,824.450040
115,824.450040
116,798.958164
117,798.958164
118,798.958164
119,798.958164
120,798.958164
121,798.958164
122,798.958164
123,798.958164
124,798.958164
125,798.958164
126,798.958164
127,798.958164
128,798.958164
129,798.958164
130,798.958164
131,798.958164
132,798.958164
133,798.958164
134,798.958164
135,798.958164
136,798.958164
137,798.958164
138,798.958164
139,798.958164
140,798.958164
141,798.958164
142,798.958164
143,798.958164
144,798.958164
145,798.958164
146,798.958164
147,798.958164
148,798.958164
149,798.958164
150,798.958164
151,798.958164
152,798.958164
153,798.958164
154,798.958164
155,798.958164
156,798.958164
157,798.958164
158,798.958164
159,798.958164
160,798.958164
161,798.958164
162,798.958164
163,798.958164
164,798.958164
165,798.958164
166,798.958164
167,798.958164
168,798.958164
169,798.958164
170,798.958164
171,798.958164
172,798.958164
173,798.958164
174,798.958164
175,798.958164
176,798.958164
177,798.958164
178,798.958164
179,798.958164
180,798.958164
181,798.958164
182,798.958164
183,798.958164
184,798.958164
185,798.958164
186,798.958164
187,798.958164
188,798.958164
189,798.958164
190,798.958164
191,798.958164
192,798.958164
193,798.958164
194,798.958164
195,798.958164
196,798.958164
197,798.958164
198,798.958164
199,798.958164
200,798.958164
201,798.958164
202,798.958164
203,798.958164
204,798.958164
205,798.958164
206,798.958164
207,798.958164
208,798.958164
209,798.958164
210,798.958164
211,798.958164
212,797.925169
213,797.925169
214,797.925169
215,797.925169
216,797.925169
217,785.678643
218,785.173339
219,785.173339
220,785.173339
221,785.173339
222,785.173339
223,785.173339
224,785.173339
225,785.173339
226,785.173339
227,785.173339
228,785.173339
229,785.173339
230,785.173339
231,785.173339
232,785.173339
233,785.173339
234,785.173339
235,785.173339
236,785.173339
237,785.173339
238,785.173339
239,785.173339
240,785.173339
241,785.173339
242,785.173339
243,773.626880
244,753.310396
245,748.997482
246,748.997482
247,748.997482
248,748.997482
249,748.997482
250,748.997482
251,748.997482
252,748.997482
253,748.997482
254,748.997482
255,748.997482
256,748.997482
257,748.997482
258,748.997482
259,748.997482
260,748.997482
261,748.997482
262,748.997482
263,744.990959
264,741.808999
265,741.808999
266,741.808999
267,741.808999
268,733.148593
269,733.148593
270,733.148593
271,733.148593
272,733.148593
273,733.148593
274,733.148593
275,733.148593
276,733.148593
277,733.148593
278,733.148593
279,733.148593
280,733.148593
281,733.148593
282,733.148593
283,733.148593
284,733.148593
285,733.148593
286,733.148593
287,733.148593
